Monday_Date,Monday_Open,Friday_Close,Weekly_Sentiment,RF_Prediction,Weekly_Volatility,Trend
03-01-2022,144.4754944,137.0045013,0,137.5113853,2.170932374,Bullish
10-01-2022,135.098999,139.786499,0,139.8420885,1.714128243,Bearish
24-01-2022,126.0274963,133.289505,0,132.0174043,0.967603531,Bullish
31-01-2022,134.1979981,143.0160065,0,143.556329,5.619354984,Bearish
07-02-2022,143.7089996,134.1300049,0,135.8362431,1.900085457,Bearish
14-02-2022,133.3654938,130.4674988,0,131.9695407,2.701780786,Bullish
28-02-2022,133.2845001,132.121994,0,132.8343648,0.341586005,Bearish
07-03-2022,131.904007,130.4754944,0,130.9347626,3.00067716,Bullish
14-03-2022,130.5729981,136.8014984,0,135.7225089,1.290468256,Bullish
21-03-2022,136.8475037,141.5214996,0,141.0852934,1.481903428,Bearish
28-03-2022,140.684494,140.699997,0,141.1571883,1.300345663,Bearish
04-04-2022,140.8244934,134.0104981,0,134.8711426,1.162675486,Bearish
18-04-2022,127.4100037,119.6139984,0,122.3150095,1.239890647,Bearish
25-04-2022,119.4294968,114.9664993,0,116.050174,4.331400053,Bullish
02-05-2022,113.9065018,115.6600037,0,116.4077772,4.514054349,Bullish
09-05-2022,113.3034973,116.5155029,0,115.7864579,0.485831873,Bearish
16-05-2022,115.3840027,109.3130035,0,110.1023422,1.057035114,Bullish
23-05-2022,110.1039963,112.7990036,0,110.9807275,2.434446197,Bearish
06-06-2022,116.7425003,111.4274979,0,112.9260083,1.215606383,Bearish
13-06-2022,107.4459992,107.8655014,0,107.9097463,3.321456941,Bullish
27-06-2022,118.9349976,109.0810013,0,109.4602355,1.009192691,Bullish
11-07-2022,118.6500015,112.7669983,0,112.4610841,0.842227963,Bearish
18-07-2022,113.4400024,108.3600006,0,110.2624004,0.860444459,Bullish
25-07-2022,108.8799973,116.6399994,0,114.5715995,3.007324899,Bullish
01-08-2022,115.5299988,118.2200012,0,118.2843014,1.134106598,Bullish
08-08-2022,119.1200028,122.6500015,0,121.628801,1.596088692,Bearish
15-08-2022,122.2099991,118.1200028,0,118.860602,1.119262282,Bearish
22-08-2022,116.0999985,111.3000031,0,112.4479012,1.626752398,Bearish
29-08-2022,110.7799988,108.6800003,0,108.8899008,1.10714925,Bearish
12-09-2022,111.9899979,103.6299973,0,103.8658986,1.205297683,Bearish
19-09-2022,102.5400009,99.16999817,0,99.59419891,1.424442934,Bearish
26-09-2022,98.61000061,96.15000153,0,97.21610031,2.676027389,Bullish
03-10-2022,97.22000122,99.56999969,0,100.3412997,0.668757799,Bearish
10-10-2022,99.84999847,97.18000031,0,97.54620094,0.910055381,Bullish
17-10-2022,99.51999664,101.4800034,0,101.2785022,0.591897046,Bearish
24-10-2022,102.0899963,96.58000183,0,96.08670097,3.188647959,Bearish
31-10-2022,95.77999878,86.69999695,0,86.01969734,0.142030353,Bullish
07-11-2022,87.33999634,96.73000336,0,94.34040276,5.195882318,Bullish
14-11-2022,95.5,97.80000305,0,98.05100204,0.955483528,Bearish
21-11-2022,97.55999756,97.59999847,0,97.68699936,0.017196698,Bullish
28-11-2022,97.19999695,100.8300018,0,100.2132013,2.977329952,Bearish
05-12-2022,99.81500244,93.06999969,0,93.40919922,0.646847238,Bearish
12-12-2022,93.08999634,90.86000061,0,92.06919991,2.910854768,Bearish
19-12-2022,90.87999725,89.80999756,0,89.8021981,1.681291131,Bullish
09-01-2023,89.19499969,92.80000305,0,92.45610291,1.85767975,Bullish
23-01-2023,99.12999725,100.7099991,0,99.89850014,2.858488062,Bullish
30-01-2023,98.74500275,105.2200012,0,105.7267016,3.288525491,Bearish
06-02-2023,102.6849976,94.86000061,0,96.38280037,2.064650202,Bearish
13-02-2023,95.01000214,94.58999634,0,94.88339684,1.818978838,Bearish
27-02-2023,90.08999634,94.01999664,0,93.29339752,1.041215156,Bearish
06-03-2023,94.36000061,91.01000214,0,91.88170212,1.291587347,Bullish
13-03-2023,90.56500244,102.4599991,0,101.7404995,1.248952318,Bullish
20-03-2023,101.0599976,106.0599976,0,105.8527988,1.526162715,Bearish
27-03-2023,105.3199997,104,0,103.3330003,0.491555011,Bullish
10-04-2023,107.3899994,109.4599991,0,108.5409,2.15672855,Bearish
17-04-2023,105.4300003,105.9100037,0,105.7117023,0.809051278,Bullish
24-04-2023,106.0500031,108.2200012,0,107.4907008,2.750560057,Bearish
01-05-2023,107.7200012,106.2149963,0,106.0691477,0.433493076,Bullish
08-05-2023,105.7949982,117.9199982,0,117.1187989,0.996759732,Bullish
15-05-2023,116.4899979,123.25,0,123.1715994,0.277520597,Bullish
22-05-2023,123.5100021,125.4300003,0,124.4629002,2.271478614,Bearish
05-06-2023,124.6100006,122.8700028,0,123.8184026,1.626959169,Bullish
12-06-2023,123.3949966,124.0599976,0,124.3793981,0.672690157,Bearish
26-06-2023,121.4660034,120.9700012,0,120.5744015,1.308590274,Bearish
03-07-2023,120.3199997,120.1399994,0,120.799599,1.551632929,Bullish
10-07-2023,119.0699997,125.699997,0,124.9874982,1.825065198,Bearish
17-07-2023,126.0599976,120.3099976,0,120.3112979,1.00581975,Bullish
24-07-2023,121.9260025,133.0099945,0,132.0783955,2.563981721,Bearish
31-07-2023,133.0099945,128.5399933,0,128.7210959,1.294659619,Bullish
07-08-2023,129.5099945,130.1699982,0,130.2250992,0.625048733,Bearish
14-08-2023,129.8500061,128.1100006,0,128.5603012,1.211533066,Bullish
21-08-2023,127.8499985,130.6900024,0,131.0920029,2.492338056,Bullish
28-08-2023,132.0800018,136.8000031,0,136.9091023,0.796076716,Bullish
11-09-2023,137.3800049,138.3000031,0,137.7540039,0.518357488,Bearish
18-09-2023,137.6300049,131.25,0,131.9460999,0.516132104,Bullish
25-09-2023,130.7700043,131.8500061,0,131.4753044,0.709743168,Bullish
02-10-2023,132.1549988,138.7299957,0,137.7128983,1.066329399,Bearish
09-10-2023,137.9900055,138.5800018,0,139.0873999,1.387048854,Bearish
16-10-2023,139.7299957,136.7400055,0,137.626604,0.435665786,Bearish
23-10-2023,136.2299957,123.4000015,0,124.4071012,3.078069874,Bullish
30-10-2023,124.4599991,130.3699951,0,129.7044969,0.463854435,Bullish
06-11-2023,130.2200012,134.0599976,0,133.6836972,1.097201075,Bullish
13-11-2023,133.3600006,136.9400024,0.187993542,137.1762015,0.501854613,Bullish
20-11-2023,135.5,138.2200012,0.548602584,138.7620018,0.251208342,Bearish
27-11-2023,137.5700073,133.3200073,0.693764721,134.162404,0.546111491,Bullish
04-12-2023,131.2940064,136.6399994,0.018663802,136.2810983,3.21713636,Bearish
11-12-2023,133.8200073,133.8399963,-0.703469702,133.7687971,0.368243429,Bullish
18-12-2023,133.8600006,142.7200012,-0.096195761,142.2392018,0.34298727,Bullish
08-01-2024,138,144.2400055,0.231524116,144.0714037,0.702073152,Bullish
22-01-2024,148.7100067,153.7899933,0.460902314,153.4326949,0.738675346,Bearish
29-01-2024,153.6399994,143.5399933,-0.298382235,143.2082968,3.941536392,Bullish
05-02-2024,144.0399933,150.2200012,0.655951978,149.3122006,0.234114395,Bearish
12-02-2024,149.5399933,141.7599945,-0.360661404,142.9681963,1.331003031,Bearish
26-02-2024,143.449997,138.0800018,0.096315001,138.2867006,1.779611087,Bearish
04-03-2024,136.5399933,136.2899933,0.495965677,135.6738956,1.617906592,Bullish
11-03-2024,137.0700073,142.1699982,0.22985039,142.5378981,1.08929481,Bullish
18-03-2024,149.3699951,151.7700043,0.214532029,150.8341026,0.862713705,Bullish
01-04-2024,151.8300018,153.9400024,0.079526777,154.1124011,1.725966756,Bullish
08-04-2024,154.0149994,159.1900024,0.175097902,159.1676013,1.141692952,Bearish
15-04-2024,160.2799988,155.7200012,-0.847927023,156.0818022,0.1349463,Bullish
22-04-2024,156.0099945,173.6900024,-0.377275684,169.7084016,1.709897018,Bearish
29-04-2024,170.7700043,168.9900055,-0.051036233,168.5101056,1.200038554,Bullish
06-05-2024,169.2200012,170.2899933,0.251209715,170.6318959,0.600528749,Bullish
13-05-2024,165.8470001,177.2899933,-0.101913047,176.5955943,0.111381401,Bearish
20-05-2024,177.3099976,176.3300018,-0.184065904,176.4223004,0.76580614,Bearish
03-06-2024,173.8800049,175.949997,-0.23529975,176.4791997,0.169106083,Bullish
10-06-2024,176.449997,178.3699951,0.001683309,178.4394968,1.409730046,Bullish
17-06-2024,176.9799957,180.2599945,-0.223666477,179.178797,1.008680814,Bullish
24-06-2024,181.2799988,183.4199982,-0.183654955,184.3004985,0.500661282,Bullish
01-07-2024,184.4799957,191.9600067,-0.045153965,190.3048044,0.365561582,Bearish
08-07-2024,191.3650055,186.7799988,-0.810804656,188.1078,2.116006371,Bearish
15-07-2024,186.4900055,179.3899994,0.299013637,179.6362996,0.211633331,Bearish
22-07-2024,182.3500061,168.6799927,-0.387822833,169.6453958,0.996941019,Bearish
29-07-2024,170.5,168.3999939,0.2330357,169.6042947,0.622141489,Bearish
05-08-2024,157.3699951,165.3899994,-0.081597276,164.6827985,1.103034564,Bearish
12-08-2024,165.9949951,164.7400055,-0.184481222,164.4047031,1.391014093,Bullish
19-08-2024,167,167.4299927,0.293518093,167.2999965,0.512679376,Bearish
26-08-2024,168.1549988,165.1100006,0.062182036,164.6910991,0.238767786,Bearish
09-09-2024,153.6300049,158.3699951,-0.151864855,156.7767947,0.73425401,Bullish
16-09-2024,158.3300018,164.6399994,0.15748405,164.0586006,0.616335617,Bullish
23-09-2024,165.3399963,165.2899933,-0.752380056,164.6963962,0.447415992,Bullish
30-09-2024,164.7799988,168.5599976,-0.316534915,168.3912982,0.28159041,Bearish
07-10-2024,169.1399994,164.5200043,-0.02441698,164.2226015,0.732781924,Bullish
14-10-2024,164.9100037,165.0500031,0.419305863,165.4781013,0.8332877,Bullish
21-10-2024,164.5800018,166.9900055,-0.391757452,166.5713045,0.631302253,Bullish
28-10-2024,170.5899963,172.6499939,0.342091831,172.9635959,2.648357015,Bullish
04-11-2024,171.2400055,179.8600006,-1.075090373,180.0976004,0.812833184,Bearish
