Monday_Date,Monday_Open,Friday_Close,Weekly_Sentiment,RF_Prediction,Weekly_Volatility,Trend
03-01-2022,335.3500061,314.0400085,0,314.1686075,1.519333063,Bearish
10-01-2022,309.4899902,310.2000122,0,310.7656082,2.957534905,Bearish
24-01-2022,292.2000122,308.2600098,0,305.2586053,0.992151148,Bearish
31-01-2022,308.9500122,305.9400024,0,307.0873013,2.824516367,Bearish
07-02-2022,306.1700134,295.0400085,0,298.6882047,2.775418529,Bearish
14-02-2022,293.769989,287.9299927,0,290.8750958,2.120273564,Bullish
28-02-2022,294.3099976,289.8599854,0,292.3277914,1.516311521,Bearish
07-03-2022,288.5299988,280.0700073,0,281.4267047,2.635539692,Bullish
14-03-2022,280.3399963,300.4299927,0,298.5298959,1.639781524,Bullish
21-03-2022,298.8900147,303.6799927,0,302.7867929,1.428475562,Bullish
28-03-2022,304.3299866,309.4200134,0,310.5786069,1.212275752,Bearish
04-04-2022,310.0899963,296.9700012,0,298.4004001,2.178115848,Bearish
18-04-2022,278.9100037,274.0299988,0,276.8760965,1.676336109,Bullish
25-04-2022,273.2900085,277.519989,0,278.3803931,1.513905009,Bearish
02-05-2022,277.7099915,274.730011,0,277.4616089,3.705071599,Bearish
09-05-2022,270.0599976,261.1199951,0,260.3476978,0.902929991,Bearish
16-05-2022,259.9599915,252.5599976,0,255.1999995,1.827526779,Bullish
23-05-2022,255.4900055,273.2399902,0,270.7877911,0.413224286,Bearish
06-06-2022,272.0599976,252.9900055,0,257.7738051,1.251065434,Bearish
13-06-2022,245.1100006,247.6499939,0,247.3295963,2.992933163,Bullish
27-06-2022,268.2099915,259.5799866,0,259.3998907,1.219438376,Bearish
11-07-2022,265.6499939,256.7200012,0,255.8551013,1.280621376,Bullish
18-07-2022,259.75,260.3599854,0,261.2377884,0.260332843,Bullish
25-07-2022,261,280.7399902,0,277.875293,1.840236798,Bullish
01-08-2022,277.8200073,282.9100037,0,281.5234033,1.034117239,Bullish
08-08-2022,284.0499878,291.9100037,0,290.0840997,1.613221949,Bearish
15-08-2022,291,286.1499939,0,287.5510977,0.078598534,Bearish
22-08-2022,282.0799866,268.0899963,0,270.5937994,0.849227902,Bearish
29-08-2022,265.8500061,256.0599976,0,257.5004977,0.15327591,Bearish
12-09-2022,265.7799988,244.7400055,0,245.472805,1.252035509,Bearish
19-09-2022,242.4700012,237.9199982,0,238.5763977,1.243294215,Bearish
26-09-2022,237.0500031,232.8999939,0,234.4383969,1.719952832,Bullish
03-10-2022,235.4100037,234.2400055,0,238.2346027,1.29270077,Bearish
10-10-2022,233.0500031,228.5599976,0,228.8215993,2.562632859,Bullish
17-10-2022,235.8200073,242.1199951,0,240.6434955,0.310103649,Bearish
24-10-2022,243.7599945,235.8699951,0,234.6491971,2.506743414,Bearish
31-10-2022,233.7599945,221.3899994,0,219.8902998,0.397187566,Bullish
07-11-2022,221.9900055,247.1100006,0,241.5999989,5.540171395,Bearish
14-11-2022,241.9900055,241.2200012,0,241.3989001,0.118303455,Bullish
21-11-2022,241.4299927,247.4900055,0,247.316604,0.09523097,Bullish
28-11-2022,246.0800018,255.0200043,0,252.2139035,2.959827482,Bearish
05-12-2022,252.0099945,245.4199982,0,245.4409972,1.295757261,Bearish
12-12-2022,247.449997,244.6900024,0,247.8502043,2.338745309,Bearish
19-12-2022,244.8600006,238.7299957,0,239.7816965,2.046794493,Bullish
09-01-2023,226.449997,239.2299957,0,238.6779964,0.839906376,Bullish
23-01-2023,241.1000061,248.1600037,0,246.2136015,2.090047259,Bullish
